,Generated,Reference,WuP,GloVe-Similarity,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,CodeBERTScore,chrF
30,Slice,Open,0.2857142857142857,0.31941211223602295,0.2937543354627005,0.3783783737079986,0.26041666203342023,0.3783783737079986,0.9310638904571533,0.409576540528787
31,Wipe,Open,0.3333333333333333,0.3229246437549591,0.8817171575975278,0.7526881670430108,0.6147540933606558,0.7526881670430108,0.9636309146881104,0.8410590706363289
32,Close,Pick-Up,0.25,0.5153879523277283,0.9064370205629163,0.7634408552150538,0.6721311425409836,0.7634408552150538,0.9915870428085327,0.9234478841971767
33,Halve,Pick-Up,0.2,0.1682203710079193,0.41926056110946197,0.43749999513203125,0.2938388576815436,0.43749999513203125,0.9346269965171814,0.49975244911606714
34,Hold,Pick-Up,0.3333333333333333,0.6284888386726379,0.2774290046007607,0.39160838706049206,0.26737967460893936,0.39160838706049206,0.9333837032318115,0.4372154277541165
35,Open,Pick-Up,0.3333333333333333,0.494068443775177,0.9937785264264944,0.9892473068279571,0.9836065523770493,0.9892473068279571,0.9987806677818298,0.9954874614900593
36,Place-Down,Pick-Up,0.25,0.6661379933357239,0.9007836167322922,0.7741935433870968,0.7131147490983607,0.7741935433870968,0.9567018151283264,0.915312591006142
37,Pour,Pick-Up,0.25,0.16679634153842926,0.49384366207364033,0.4874999951320314,0.30985915003548686,0.42499999513203135,0.924371063709259,0.6148853550798974
38,Slice,Pick-Up,0.2222222222222222,0.44728294014930725,0.34845968884206585,0.3974358926208087,0.26732672788942263,0.3974358926208087,0.9323489665985107,0.45043486006837474
39,Wipe,Pick-Up,0.25,0.29693812131881714,0.4150395184148645,0.4430379698405705,0.3009708689565464,0.4430379698405705,0.9370992183685303,0.49409678187169287
40,Close,Place-Down,0.25,0.7576097846031189,0.4626874180956068,0.6900584747922438,0.6113537070788125,0.6900584747922438,0.9387213587760925,0.5763377319564161
41,Halve,Place-Down,0.2,0.11310732364654541,0.9687661453526331,0.9333333283333335,0.9084506992253522,0.9333333283333335,0.9933233261108398,0.9760453957335297
42,Hold,Place-Down,0.3333333333333333,0.7480592727661133,0.4254615087947017,0.6867469833030919,0.6367712958225584,0.6867469833030919,0.9402062892913818,0.5571798477145616
43,Open,Place-Down,0.3333333333333333,0.8066946268081665,0.4626874180956068,0.6900584747922438,0.6113537070788125,0.6900584747922438,0.939202070236206,0.5733789070361504
44,Pick-Up,Place-Down,0.25,0.6661379933357239,0.9750294193364865,0.942857137857143,0.9225352062676057,0.942857137857143,0.9953643083572388,0.9797991119978935
45,Pour,Place-Down,0.25,0.2918168306350708,0.8651676704118743,0.8262910748131985,0.6643598565931922,0.8262910748131985,0.9668437242507935,0.9453326465176661
46,Slice,Place-Down,0.2222222222222222,0.4426504373550415,0.46061618852746483,0.5813953440812601,0.5407725274283925,0.5813953440812601,0.9225072264671326,0.5600482190125439
47,Wipe,Place-Down,0.25,0.32125502824783325,0.8995032173535882,0.8749999950004624,0.8469750839685415,0.8653846103850776,0.9412988424301147,0.9119513445059045
48,Close,Pour,0.25,0.2032543271780014,0.9379000416372295,0.8272251258901895,0.7935483820967743,0.8272251258901895,0.9876207709312439,0.9409058596107257
49,Halve,Pour,0.2,0.3157775104045868,0.9379000416372295,0.8229166616666667,0.7935483820967743,0.8229166616666667,0.9867916107177734,0.9460594788891488
50,Hold,Pour,0.3333333333333333,0.36530041694641113,0.9379000416372295,0.8229166616666667,0.7935483820967743,0.8229166616666667,0.9844932556152344,0.9442095453969855
51,Open,Pour,0.3333333333333333,0.2541566789150238,0.9675765947039844,0.9166666616666667,0.8774193498387098,0.9166666616666667,0.9876474738121033,0.9700500651423488
52,Pick-Up,Pour,0.25,0.16679634153842926,0.9142780208513818,0.8229166616666667,0.7935483820967743,0.8229166616666667,0.9814176559448242,0.9407275830056339
53,Place-Down,Pour,0.25,0.2918168306350708,0.927013197405662,0.8229166616666667,0.7935483820967743,0.8229166616666667,0.9863082766532898,0.9413372046262971
54,Slice,Pour,0.2222222222222222,0.5407348275184631,0.9379000416372295,0.8229166616666667,0.7935483820967743,0.8229166616666667,0.9858934879302979,0.9467945676143579
55,Wipe,Pour,0.25,0.509205162525177,0.9379000416372295,0.8272251258901895,0.7935483820967743,0.8272251258901895,0.9907646775245667,0.9417784801636527
56,Close,Slice,0.2222222222222222,0.38084927201271057,0.00011845679969069168,0.3157894709064328,0.1807228896327479,0.3157894709064328,0.8913941383361816,0.1069796488722166
57,Halve,Slice,0.18181818181818182,0.37714821100234985,0.9109741162805571,0.7473684160526316,0.7094594544594595,0.7473684160526316,0.9867503643035889,0.9145251730038267
58,Hold,Slice,0.2857142857142857,0.36973074078559875,0.00011845679969069168,0.3157894709064328,0.1807228896327479,0.3157894709064328,0.891270101070404,0.1072187841711771
59,Open,Slice,0.2857142857142857,0.31941211223602295,0.0013989487118765602,0.3050847426242459,0.17647058598200693,0.3050847426242459,0.9032353758811951,0.13466527880166235
60,Pick-Up,Slice,0.2222222222222222,0.44728294014930725,0.0001458775079459195,0.3157894709064328,0.1807228896327479,0.3157894709064328,0.8920754790306091,0.10602264957044616
61,Place-Down,Slice,0.2222222222222222,0.4426504373550415,8.3678882133358e-06,0.21818181582644633,0.11111110953208354,0.21818181582644633,0.8721919655799866,0.08115980502842446
62,Pour,Slice,0.2222222222222222,0.5407348275184631,0.36894900258059016,0.361290317835588,0.25104602038899887,0.361290317835588,0.9256111979484558,0.47944363797508666
63,Wipe,Slice,0.2222222222222222,0.5417711138725281,0.010843724993050875,0.2950819637664607,0.17241379056150088,0.2950819637664607,0.9078963994979858,0.16951967232969056
64,Close,Wipe,0.25,0.30312448740005493,0.870641483914287,0.6929133808270816,0.5473684160526316,0.6929133808270816,0.9797540903091431,0.8687033846665533
65,Halve,Wipe,0.2,0.5097622871398926,0.870641483914287,0.687499995,0.5473684160526316,0.687499995,0.9844114184379578,0.8668796615232924
66,Hold,Wipe,0.3333333333333333,0.43972694873809814,0.870641483914287,0.687499995,0.5473684160526316,0.687499995,0.9765881299972534,0.8582225286079659
67,Open,Wipe,0.3333333333333333,0.3229246437549591,0.870641483914287,0.6929133808270816,0.5473684160526316,0.6929133808270816,0.976020336151123,0.8652902462240295
68,Pick-Up,Wipe,0.25,0.29693812131881714,0.825097723627475,0.687499995,0.5473684160526316,0.687499995,0.9760308861732483,0.8546975379490633
69,Place-Down,Wipe,0.25,0.32125502824783325,0.8674493843800518,0.687499995,0.5473684160526316,0.687499995,0.981100857257843,0.8715898465115198
70,Pour,Wipe,0.25,0.509205162525177,0.711034279596752,0.651851846865295,0.5098039165921762,0.651851846865295,0.940118134021759,0.8532677959429501
71,Slice,Wipe,0.2222222222222222,0.5417711138725281,0.870641483914287,0.687499995,0.5473684160526316,0.687499995,0.9844112396240234,0.8716086926893385
